domain,problem_instance,variant,result,cost,num_nodes,n_rollouts,horizon,budget,exploration_const,normalize_exploration_const,n_init,risk_factor,goal_utility,seed,show_progress
transport,1,factored,PlanningResult.SUCCESS,8,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,44,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,43,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,45,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,43,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,45,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,8,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,45,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,45,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,9,44,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,12,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,46,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,45,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,12,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,10,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,12,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,1,factored,PlanningResult.SUCCESS,11,47,1000,20,100,1.4142135623730951,True,5,-0.1,1,
