domain,problem_instance,variant,result,cost,num_nodes,n_rollouts,horizon,budget,exploration_const,normalize_exploration_const,n_init,risk_factor,goal_utility,seed
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,431610,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,462610,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,462316,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,470590,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,462605,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,485930,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.SUCCESS,47,189163,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.SUCCESS,68,270123,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,410387,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,416447,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,418948,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,420092,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,422959,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,430267,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,437022,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,464324,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,471655,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,13,unfactored,PlanningResult.FAILURE_BUDGET,100,493442,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.FAILURE_BUDGET,100,405860,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.FAILURE_BUDGET,100,424331,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.FAILURE_BUDGET,100,442547,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.FAILURE_BUDGET,100,441854,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.FAILURE_BUDGET,100,456324,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.FAILURE_BUDGET,100,457596,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.FAILURE_BUDGET,100,477914,1000,20,100,1.4142135623730951,True,5,-0.1,1,
transport,14,unfactored,PlanningResult.FAILURE_BUDGET,100,499896,1000,20,100,1.4142135623730951,True,5,-0.1,1,
